,SYMBOL
794,HCLTECH
795,SWARAJENG
796,MARUTI
797,TEAMLEASE
798,SETFNIF50
799,ORIENTABRA
800,PCJEWELLER
801,NTPC
802,SIS
803,BANARBEADS
804,NAVNETEDUL
805,PHILIPCARB
806,OAL
807,GOCLCORP
808,MAXIND
809,EIHAHOTELS
810,NFL
811,EMKAY
812,IGARASHI
813,BIRLAMONEY
814,ABBOTINDIA
815,SDBL
816,STARPAPER
817,SUPREMEIND
818,BEPL
819,RANEENGINE
820,NETF
821,KALPATPOWR
822,GESHIP
823,RATNAMANI
824,TVSSRICHAK
825,WELENT
826,MCLEODRUSS
827,BALKRISIND
828,PARAGMILK
829,HARRMALAYA
830,UFLEX
831,AMJLAND
832,FOSECOIND
833,ATULAUTO
834,SYMPHONY
835,EMAMILTD
836,ADVANIHOTR
837,ENIL
838,GAIL
839,SUNTV
840,SUPERHOUSE
841,IDFNIFTYET
842,IFBAGRO
843,MATRIMONY
844,SKMEGGPROD
845,INDIACEM
846,DIVISLAB
847,SKIPPER
848,BHAGYAPROP
849,MALUPAPER
850,CANFINHOME
851,VGUARD
852,IDEA
853,SORILINFRA
854,TCIFINANCE
855,DBL
856,KCPSUGIND
857,SCHNEIDER
858,ALBERTDAVD
859,GOODYEAR
860,PVR
861,CIPLA
862,SINTERCOM
863,ALPHAGEO
864,SUVENPHAR
865,PTL
866,IDFCFIRSTB
867,DAAWAT
868,TPLPLASTEH
869,BANKBEES
870,SHALBY
871,EBANK
872,RICOAUTO
873,SPARC
874,ATUL
875,ITC
876,ICICIBANKN
877,NAVKARCORP
878,CARERATING
879,ACCELYA
880,ABSLBANETF
881,AXISBNKETF
882,SUDARSCHEM
883,SETFNIFBK
884,SUMMITSEC
885,SHK
886,ATFL
887,NITCO
888,NAVINFLUOR
889,HBANKETF
890,PSPPROJECT
891,NLCINDIA
892,NAM-INDIA
893,JHS
894,APCL
895,BANKINDIA
896,SALASAR
897,KOTAKBKETF
898,VBL
899,GOACARBON
900,ASHOKA
901,CMICABLES
902,CLNINDIA
903,ROLLT
904,SYNGENE
905,SHREDIGCEM
906,DPSCLTD
907,GRSE
908,KANSAINER
909,RANEHOLDIN
910,FORCEMOT
911,DBCORP
912,ORIENTALTL
913,NPBET
914,ANDHRAPAP
915,BIRLATYRE
916,SUNFLAG
917,GABRIEL
918,TNPL
919,TECHNOE
920,LICHSGFIN
921,NOVARTIND
922,ITDCEM
923,APOLLOTYRE
924,SHARDACROP
925,LINCOLN
926,SJVN
927,3MINDIA
928,NBIFIN
929,HESTERBIO
930,ABCAPITAL
931,OCCL
932,GLAXO
933,SBICARD
934,JTEKTINDIA
935,UNIVCABLES
936,HMVL
937,BFINVEST
938,HINDUNILVR
939,NUCLEUS
940,JSWHL
941,INDLMETER
942,NIACL
943,SHREYANIND
944,RAMCOCEM
945,HONAUT
946,NECLIFE
947,GLOBALVECT
948,ASTERDM
949,EBBETF0431
950,AKZOINDIA
951,KAKATCEM
952,PNB
953,REPCOHOME
954,RAMCOIND
955,DLINKINDIA
956,JOCIL
957,NESCO
958,IDBI
959,CHENNPETRO
960,SOUTHBANK
961,SUNDRMBRAK
962,EBBETF0430
963,EBBETF0425
964,WONDERLA
965,SIMPLEXINF
966,LINCPEN
967,SHILPAMED
968,NCPSESDL24
969,CAMLINFINE
970,SESHAPAPER
971,5PAISA
972,RELIANCE
973,BOMDYEING
974,POWERGRID
975,EBBETF0423
976,PSB
977,GSCLCEMENT
978,REDINGTON
979,GODFRYPHLP
980,NESTLEIND
981,TATACOMM
982,HEIDELBERG
983,CSBBANK
984,GRPLTD
985,GUJAPOLLO
986,HIRECT
987,SBIETFPB
988,SRHHYPOLTD
989,HDFCLIFE
990,NETFLTGILT
991,CHEMBOND
992,GMMPFAUDLR
993,HUDCO
994,ZYDUSWELL
995,INDNIPPON
996,RITES
997,BDL
998,DHANBANK
999,PFC
1000,GICRE
1001,LICNETFGSC
1002,GODREJAGRO
1003,UCALFUEL
1004,EIMCOELECO
1005,NELCAST
1006,AVANTIFEED
1007,ICICIGOLD
1008,SUBROS
1009,KEYFINSERV
1010,ICICIBANKP
1011,SETFGOLD
1012,IVZINGOLD
1013,ASTRON
1014,AXISGOLD
1015,DREDGECORP
1016,QGOLDHALF
1017,BSLGOLDETF
1018,SREEL
1019,ESSARSHPNG
1020,ICICILIQ
1021,LIQUIDETF
1022,LIQUIDBEES
1023,XCHANGING
1024,GOLDBEES
1025,COALINDIA
1026,INDIANHUME
1027,SETF10GILT
1028,JAICORPLTD
1029,GIPCL
1030,SEQUENT
1031,KESORAMIND
1032,NRAIL
1033,INDUSINDBK
1034,KOKUYOCMLN
1035,AIAENG
1036,TASTYBITE
1037,ASPINWALL
1038,IZMO
1039,STARCEMENT
1040,UNITEDTEA
1041,CORDSCABLE
1042,JYOTHYLAB
1043,MAZDA
1044,MHRIL
1045,ELECTHERM
1046,BALMLAWRIE
1047,SHREECEM
1048,EDELWEISS
1049,TORNTPHARM
1050,UCOBANK
1051,THYROCARE
1052,RPPINFRA
1053,VADILALIND
1054,IDBIGOLD
1055,ASAHISONG
1056,ALKEM
1057,RBL
1058,GET&D
1059,DTIL
1060,ZODIACLOTH
1061,DIAMONDYD
1062,ICICIGI
1063,BAJAJ-AUTO
1064,SANDHAR
1065,DHANUKA
1066,EICHERMOT
1067,BIOCON
1068,HDFCBANK
1069,MAHSCOOTER
1070,CHEMFAB
1071,OMAXE
1072,CASTROLIND
1073,SATIN
1074,ENGINERSIN
1075,RECLTD
1076,TOTAL
1077,ORBTEXP
1078,AXISBANK
1079,TCIDEVELOP
1080,KSCL
1081,BRITANNIA
1082,HNGSNGBEES
1083,SANOFI
1084,COCHINSHIP
1085,WHIRLPOOL
1086,MCX
1087,VAISHALI
1088,HSCL
1089,CUPID
1090,JUSTDIAL
1091,BHARATRAS
1092,APEX
1093,DRREDDY
1094,IGL
1095,COLPAL
1096,IBULHSGFIN
1097,TAJGVK
1098,MIDHANI
1099,TAKE
1100,GILLETTE
1101,BAYERCROP
